Sample,ABCA13,ABTB2,ADAM23,ADAMTS1,ADCY9,ADRA2C,APOC1,ARHGAP42,ARTN,ASS1,BAMBI,BMP2,CADM1,CAV2,CD70,CNRIP1,COBL,COL17A1,COL18A1,COL4A5,COL6A1,CPNE7,CRIP2,DLC1,DLX1,DPP4,DSEL,DSG2,EEF1A2,EFNA5,ENO2,F3,FAM171A1,FAT1,FEZ1,GAD1,GATA3,GNG11,GPC4,GPNMB,HES4,HEY1,IFI27,IGFBP4,IRX3,IRX5,JPH1,LAMA5,LGALSL,LIF,LSR,MCAM,MCOLN3,MECOM,MET,MPDZ,MT1E,NAV3,NEO1,NFIB,NKD2,NNMT,NT5E,PBX1,PCLO,PCOLCE2,PDE5A,PITX1,PKDCC,PRKD1,PROS1,PTGES,RAP1GAP,RBP7,RBPMS2,RGS16,RND3,ROBO1,RORA,S1PR5,SCG2,SDC2,SELENBP1,SERPINH1,SETBP1,SLC6A8,SLC7A2,SLFN5,SRPX,STXBP6,SYCP2,TGM2,TIMP3,TM4SF1,TMEM158,YAP1,ZNF703
DATA.906872,3.073079648,4.028661404,3.646675976,,3.963076903,3.190513556,3.817093908,3.020976929,,5.137770143,7.063355355,3.063609534,6.218091524,4.990271649,3.864395139,7.147136498,3.148800976,3.173278558,,7.478046293,5.281455801,4.397947187,,9.53693932,3.451869159,3.560990172,6.555789325,,4.034476258,5.747701,7.959052134,3.410073746,6.64243608,4.837067703,3.228757626,3.087160853,,,2.876031506,3.536065391,,3.645729931,4.277999017,7.275872569,5.436154349,7.184892924,4.137841289,,4.074494485,5.672572948,3.949404658,3.844847448,3.335972025,6.496212637,,7.355072676,4.015604247,3.722305682,3.952619163,6.413328838,2.93089862,11.03638081,6.916560911,6.207404025,3.323738928,3.377004493,7.055568265,4.250838392,3.338194298,2.988860933,6.597963338,3.372382118,3.279755656,4.335575616,2.993973232,3.566740541,8.128249579,5.400811622,4.132580814,3.215691415,10.84207495,7.994920122,3.16294966,11.03817137,4.721120466,9.464984427,3.317229532,3.690584415,11.02024082,,3.568678744,7.382206533,,11.67975543,10.41190838,7.80145524,4.477560818
DATA.906873,2.912375464,4.751681325,3.148046872,7.634766992,4.226784602,3.154804711,5.746332143,3.86234017,4.293094841,10.36618987,8.227956541,4.931531717,4.628002355,7.442478984,8.425236019,,3.090384624,3.427455417,7.449479702,,7.701508354,4.667650895,5.65799779,,,3.718802837,4.722025829,7.383388144,7.4079602,4.560620939,6.512076713,7.378794089,5.415660389,10.50857745,4.226122665,3.354964779,3.840398435,9.923884238,7.785724027,4.837712353,,4.405981195,8.136381681,4.083919228,7.121853109,4.479482594,4.273291089,4.625155124,5.347787617,4.310623009,7.075287403,6.687439863,5.998981842,,4.719658281,,4.833450137,4.059123398,4.859855025,6.967964247,2.831748404,10.78092186,4.532523101,4.510283408,3.676359467,3.347362701,4.458974921,5.832565183,3.739669568,6.970433399,6.83477214,3.657594679,3.087416862,5.097186124,6.303302173,3.176547417,8.163456704,4.884200844,6.444255039,4.006130478,5.680739446,,2.920690471,10.72467924,4.73567034,6.755366834,3.306124625,3.9499894,5.992363703,3.336276776,3.444836623,,,9.17525499,7.177259056,8.590335026,
DATA.906875,3.20286518,3.703940291,6.585834972,7.146532451,4.502670178,6.952564781,8.805226822,4.979264998,3.351137387,13.41004108,8.228232907,3.361627875,4.865643848,4.37990387,3.580054413,7.842260838,3.19741628,3.161528745,5.02435882,3.182598903,4.911911541,4.966485453,5.496283763,9.417008656,4.210381378,3.37124658,3.728474544,,6.248715996,7.886767381,5.195102165,8.034681873,,9.237751606,4.3744259,3.224249354,,3.229325075,3.850911224,3.582514172,,5.043730986,4.012877064,3.320701659,5.68295751,5.437810811,4.210981433,4.020157401,5.51719511,3.321962241,5.081030953,3.882396617,3.376618217,3.125896384,3.588871075,5.850391668,,2.987565709,6.107479962,5.006489886,4.193097837,3.397137119,,5.227721835,3.39857525,6.2259445,5.1956066,6.399626733,,4.493979792,4.639520155,3.618672911,3.086253508,3.368466439,5.957875009,8.387819259,,5.872279517,3.2402351,5.376725486,10.04134543,8.522705112,3.218591667,8.487523804,6.242763815,,6.364533195,3.170374786,4.891592566,,,3.059284215,3.759025931,2.80174381,7.336867723,5.913474295,4.403295135
DATA.906877,,3.447942013,,4.018107379,3.873032625,3.231989453,4.199233244,,,,3.608505187,2.98880013,5.58537837,3.267201163,9.094586299,3.240057692,3.156124221,3.219613748,5.979029103,,3.68782218,,4.388128697,3.936533522,2.87696589,3.573917846,,2.64705439,5.946200375,4.104427907,5.628207677,3.455145163,3.221556204,4.370166333,3.619415635,3.034517329,2.96473011,3.18463782,3.149877401,3.125114761,3.449805914,5.214116581,3.953126494,3.515436635,3.489983352,2.98671974,,3.659855599,4.996217083,3.011960226,4.161099874,4.979183534,3.165994191,3.206106355,3.009603543,3.577099953,3.292193942,3.121755303,,6.070210987,3.053870183,3.469468272,2.960760437,3.349575281,3.108243874,3.556919377,3.24260779,6.398811317,3.553833296,2.744102776,3.349195632,,,3.252387107,2.901137601,6.477797495,3.109648466,,2.978393926,3.285050618,3.091395458,3.260091831,3.33179373,3.438172931,4.498211377,4.149983528,2.969533793,3.080186175,3.514285566,2.748072692,3.325164465,3.177848451,3.080192285,2.977128879,4.414092511,2.9092669,3.113891101
DATA.906999,2.799123547,4.962482004,3.074753366,4.914816776,3.474440372,3.063090465,6.571176539,3.656858744,3.321906674,10.50789706,5.667540577,3.655866627,,7.041498177,5.167346998,7.67355488,3.301305698,,3.895241967,3.11293153,5.815788861,4.397908009,5.54343583,7.498979085,3.102438463,6.256611457,3.312115627,6.221911774,6.429146593,5.28672439,5.758565685,4.481493692,4.642870963,8.931478166,4.523305451,4.108100402,3.326680194,11.08899705,2.830847138,,5.266285453,4.12852605,11.90508511,,6.422437117,3.330250999,3.993507253,3.619699231,4.415459977,5.291532684,6.70419822,7.122773156,4.297074054,6.66242246,4.013058177,,,5.736579677,3.544476762,5.689382206,2.925519528,12.10072087,,3.701952436,7.760689104,6.682388199,3.244322386,5.019812883,3.347221702,5.236194239,5.373423803,3.542017043,2.953981988,,2.793252157,4.438658183,7.885182694,5.631516325,5.936206184,3.218308958,7.548652775,3.754123557,3.884260495,10.50408605,3.276362575,6.154553619,4.749254707,,9.412577169,2.942415467,2.918845686,4.558305714,7.485941569,8.181577576,10.07039184,,3.965950391
DATA.907000,2.872741468,4.791439734,3.037956261,7.51567374,3.53130627,3.422145085,4.084941771,2.991848851,3.830628311,12.1685397,5.859368755,3.591959271,3.344521945,10.35583011,4.504200236,7.561904067,3.205090754,3.605910957,6.800040524,5.31706166,7.874979547,4.523182124,,7.562509661,,5.854734884,3.891439792,7.806194335,3.784306898,5.437349327,6.152309543,10.46005448,3.101507889,9.838919604,4.145141142,3.247175826,3.017421415,10.23640447,2.976891383,,5.225957783,3.315322212,,,6.719511222,4.668076473,3.657807525,5.167106095,5.703349724,8.397888769,6.172822044,6.852157316,5.324536345,4.114322601,4.590412392,7.164004254,7.502646335,5.781644929,3.696971938,9.279392233,3.066164658,10.76420204,9.494870654,3.820011264,4.537909939,5.43430474,3.311150972,,3.489656443,7.772276146,5.065155867,3.50257607,3.081863665,,5.652303751,,8.232473377,5.137636206,3.360912265,4.643312733,3.172615021,8.477574482,,,3.981665066,4.671000546,2.996598298,5.269708288,6.603927591,2.665619308,3.097783416,4.942809381,7.538611255,10.56086071,,7.925150303,3.063196418
DATA.907042,2.91430715,4.741373399,7.024970842,7.750629198,3.747140058,4.420650002,3.570700106,3.619572204,3.283844105,9.479604186,9.325168858,5.903991524,6.968612189,7.261401541,4.116180761,8.360898907,3.079351575,3.259299336,6.195413105,,5.017408135,5.364445592,4.183917572,6.693358219,4.505107439,3.274567942,4.784000395,7.154571761,6.21796626,5.970603031,,7.700349833,,9.48677763,3.785567489,,3.565682871,10.86159796,5.335975013,3.884873387,5.055716773,3.994205201,12.50713741,3.214349449,6.370367539,4.806869025,4.759726298,3.69694739,4.544091026,6.224387038,5.37818886,4.216926222,3.277558118,,4.635706049,6.770907846,3.450553284,6.886876436,6.138963474,6.566239434,3.917684497,11.57098729,3.123625115,4.502483595,,6.918912375,8.061349184,7.97997396,4.11851685,5.997311535,4.545731458,5.20055955,3.79198851,3.116592156,4.082512443,3.22773425,8.978818772,5.316732719,5.82770354,3.607814826,2.92530025,5.691327678,3.733553462,11.39043405,3.801986868,7.783350078,6.996293664,6.433179829,9.016381283,4.591599215,4.463622833,3.800459217,9.358925506,8.647325966,9.091738028,7.837263812,3.393244619
DATA.907043,2.940457621,4.670995384,3.572514426,,3.507529922,3.404377424,3.897085201,3.378012331,3.219469272,10.46921272,8.848339741,3.416231558,,3.270323664,7.688897129,3.745323044,3.266587855,3.326989846,3.746942684,,,6.078614696,4.403084448,3.914122801,3.589284579,7.898265465,2.933680676,3.07224058,4.283281307,2.993804028,6.297911632,3.914407534,5.811313303,,3.567218789,4.284485755,8.54542251,,3.473408762,3.232125188,3.612454713,3.710676468,5.371772877,3.15113598,3.624103511,4.509702196,4.070673008,3.501494604,4.458752443,3.495793533,5.932019868,3.720612206,3.804257358,3.351923612,3.50979793,3.559634316,3.528299421,3.30535722,3.448027224,3.503413681,6.129788418,3.235761689,3.045365725,,3.080045851,4.3569004,3.391199914,,,2.813013097,4.107478829,3.419972393,4.482719279,3.998256247,3.045354441,10.82229085,4.696219298,3.64718117,3.731220035,4.590537572,3.299806287,3.662884867,3.242219028,7.208369164,3.178044182,5.54294414,3.300861064,5.889027209,3.178097289,5.483005251,7.965508901,3.176935529,3.283332414,3.508879842,5.70567445,3.0362837,3.246097421
DATA.907044,3.815662989,5.326267743,3.2967516,3.721732242,,3.319539743,4.57041799,3.019153841,3.042114122,4.864199035,7.436193828,5.823974653,3.356903948,3.160286558,9.415716779,3.487937005,3.201353549,,,5.381581951,3.597421743,5.51208164,4.123516707,5.581937296,,7.435003726,3.128253881,2.727268761,3.95904839,6.246743709,6.292246014,3.286154708,3.318031876,,3.382853581,3.16049809,4.079467981,3.099053677,,3.202897611,4.842627708,4.816670465,9.540460893,3.183828297,3.250230023,3.283057995,3.363187363,3.299464226,,,6.723921765,3.786889157,3.459521061,3.32186236,3.236188854,3.394550025,3.899535467,2.852302197,3.384949777,6.45429415,3.408120567,3.219875878,,3.471313078,3.256972765,3.042436047,3.435474825,4.222392346,3.505277179,2.846421837,,3.809778853,,3.15513455,2.838303395,7.287437555,6.882403244,,7.674639095,3.518197105,3.044342684,3.379331374,3.368180724,4.887252134,5.261347406,5.474459819,3.126612115,3.267469808,3.747945438,3.816441088,2.892166233,3.093425353,3.090328561,2.881609258,4.093800996,3.127726874,3.279877336
DATA.907045,2.940202324,4.235596936,3.147811447,3.89431619,3.518428533,3.431050033,3.552314613,3.156304413,3.4587908,6.74958134,12.08246799,3.165665548,4.463275839,3.327789306,3.924997208,3.250208001,4.315958893,3.201716619,4.230645095,3.056089111,3.283054661,5.304612158,10.20218426,,4.255945968,3.252406786,3.236768908,5.222251192,4.511677713,5.678486817,4.296343008,3.780895663,3.224560586,7.073627491,2.926123497,,9.353819623,3.261009909,5.428612187,5.261313492,6.934667308,3.710734537,3.945268691,,9.492460337,9.437040492,5.190377368,4.897605126,5.704131252,3.15327692,8.29640505,3.499821881,4.090230802,3.681387008,3.629571687,5.793341816,,3.287554826,4.195253327,6.788662631,3.160740425,3.316340818,2.915551321,7.204921812,5.61914367,4.822338117,5.196155369,4.840541784,3.385531752,3.511310753,4.087043992,,7.923511563,5.458487313,2.991190567,6.531407774,6.973119569,4.244439384,5.986911577,3.348982009,3.028916346,5.406588052,7.629667071,6.322716031,3.150206637,,4.561334661,3.011594658,3.305504913,,10.99263242,3.139083536,3.071558165,,4.427285781,6.310073391,5.856298392
DATA.907046,,5.111480516,3.245865746,9.358049058,4.058270341,4.971508756,4.885361298,3.606830917,3.004610547,,9.388532713,3.239164549,7.556580317,6.311048611,4.492726251,3.255177968,3.498589502,,5.617116848,4.182467838,6.031186891,5.958122496,7.056475573,,4.79582573,4.162936333,3.250037559,8.770484665,4.580567641,6.36654326,4.348382763,4.553479862,6.361900611,10.52690376,3.216922824,3.111623472,5.23044746,3.484580657,3.320691048,5.591102929,5.528754418,4.121106971,4.507913098,3.724900677,,7.72549295,6.25337074,5.023236195,5.766618827,3.085409952,7.780047542,6.743006042,3.461327366,3.122894278,3.499568363,6.421787252,5.314613328,3.059458996,4.995195624,9.407136585,4.112837974,8.105404765,2.958798196,5.982161022,3.78301838,10.43107554,,6.034645888,5.166399113,3.168889067,4.930470156,,3.82449245,3.473302957,5.153387846,,8.014468193,4.304220673,3.469552834,5.40059164,2.839135133,,7.325100386,,3.201760912,8.499307063,4.305151133,3.644670023,10.25745614,,9.698674496,3.027443229,7.212834617,12.48052113,5.200028968,8.316066823,3.292192459
DATA.907047,2.95076185,,3.35747356,5.735839803,,,7.466970788,4.631138161,5.024157169,11.32311494,5.938927372,5.844625997,3.449584431,9.848204051,4.848560193,3.430922894,3.177242472,9.036863423,6.056097121,6.093847586,5.033301928,5.147813106,5.057458521,6.104307705,3.493817106,3.916123553,3.186794761,7.322461697,5.927262548,6.086170393,5.031938393,9.690891986,,10.76070263,5.164067095,3.68403922,8.770239808,4.6218764,4.714459839,8.280542589,8.295575037,5.449313572,8.003725561,3.772060514,7.896861117,4.192739276,4.751273962,6.171922082,5.97534938,3.590401888,,4.051651661,5.617515628,6.384924367,5.772728944,4.743780467,6.872343986,3.172752283,3.166012644,4.454815193,4.04076399,,4.138152296,5.023735614,,7.164172574,3.526369293,5.89583793,3.613292743,5.041540048,4.507444251,6.332978041,5.070722999,,3.902775212,4.060589491,,3.808786755,3.506983202,7.985693592,2.778124772,3.591994148,3.147443276,9.173541967,,6.954673829,,4.222404223,3.826410461,2.773353754,3.763144255,,8.676222808,9.114572917,4.729886708,7.985282588,3.414944647
DATA.907048,3.144452085,4.039393863,3.251531226,3.859719257,4.154282838,3.186962161,4.468098279,3.602010673,3.268857244,12.4584084,9.111163755,3.373539396,,7.912180593,3.917805795,3.451687858,3.277644021,3.138237115,5.645427608,6.070180808,,4.82131153,8.08036829,3.835719554,2.87047359,6.840271498,3.12701732,9.243322204,4.416361413,6.274200141,4.79516079,5.791610788,3.080052062,8.490510524,3.104984779,,6.782113914,6.51695519,,6.112859022,9.539070754,,11.84913806,4.067961826,9.94479163,8.266105153,3.98706368,4.09845172,5.627169287,3.437977232,9.347742031,4.018086672,3.226550784,7.175178043,5.197696427,5.818577422,4.91442524,2.984991814,3.03997468,8.712084858,3.156441585,10.60201961,3.113729867,5.474936704,3.377081013,3.523227802,4.150079489,,4.32364526,3.408539043,3.267933999,5.793651731,4.581781686,3.676240737,3.084593054,3.652090345,8.168713163,4.4789099,,6.374166304,3.104617938,3.550799935,8.158524328,8.632054946,4.131334398,6.056512286,3.135009218,4.299426131,3.582673925,,8.997325972,3.215583981,3.220417498,12.55429594,4.200057359,7.629482188,3.408328463
DATA.907050,,4.744013624,4.042655599,10.22531702,3.75598258,3.040448755,4.747998636,3.548823475,3.065753784,6.565133623,3.725294459,,3.222981755,9.906563153,6.035639347,8.241130508,3.136543824,,7.548542145,3.727631266,4.547934412,5.52076414,6.01647592,9.247914619,3.920154397,3.282901573,3.469234726,3.099115393,4.293380816,5.030215279,5.473224075,3.807691217,,8.336650716,5.948439841,,3.20032881,10.73332592,2.799857742,,5.594987665,5.30711486,4.87317618,3.503735077,,5.734002571,3.827831821,3.855814082,5.475497713,5.170598533,,3.620751315,3.714947772,,6.416912992,7.155175299,3.806413669,7.493683788,3.14031632,6.174814752,3.06468447,6.185601819,9.353258709,3.594645313,3.402906917,3.483415555,4.053752288,5.728269158,3.5603055,5.028853686,,3.80812785,3.008422341,3.463405157,2.942486564,6.205547806,9.371400838,4.797169162,4.579858122,,6.631319941,,,8.165746262,3.406495355,6.236058082,3.554967401,5.818278771,10.24934222,2.865473654,2.990220878,3.720058429,3.865709196,12.80973771,10.46857538,7.757425537,3.333715788
DATA.907051,2.817097476,3.879133491,3.26658582,5.098213227,4.258399492,,9.88787767,3.122290964,3.438614204,10.11228859,3.984176616,,4.37654899,5.971431253,3.98870484,3.337601733,3.455014239,3.004526325,8.166229033,4.611202794,4.450713462,5.170618348,6.741461757,6.793087627,3.930208268,6.757545548,,7.748801306,3.491612933,6.342386409,4.590526078,5.097552067,3.747796363,9.668217797,3.379416045,3.085081321,3.11824828,11.08094087,6.57447797,3.486726357,,3.6775345,,,9.23691217,7.201211427,4.055876012,6.071966919,5.564486481,3.983899903,7.288591827,3.701541742,4.839824238,7.937803117,6.272232587,5.129574084,3.455009007,2.940768182,,7.684081194,2.99518939,,8.874699492,3.571365886,4.969911448,6.248645165,3.470176237,5.856003977,4.087032469,6.672016225,7.251565411,3.488673191,5.304402291,,,3.349963286,6.198168888,,3.041947403,3.311124235,2.986769173,7.972706289,3.29969254,9.315128617,,5.385034571,,3.56518295,,2.855964975,4.004435282,5.856198436,3.132744004,,,7.867498341,4.73629702
DATA.907053,2.988724549,3.819802789,3.464093196,3.941070999,,3.368030035,10.08240255,3.604799732,,5.848372228,8.818502696,3.114797339,3.191416837,3.429476842,3.788084715,10.87110201,3.259081716,3.103633938,7.545787415,4.663137647,3.887480858,4.602937231,4.522701662,9.195505638,4.152060365,,3.089187658,3.049021297,4.021129202,2.997623517,6.936449309,3.471386955,5.528011834,3.459303196,10.10177688,8.529977559,3.253919423,8.49302528,3.004352885,3.034476188,3.853183206,3.705172086,5.044871439,3.403986237,3.786284783,3.950093566,4.002335548,3.910505667,3.912493275,4.830127552,,3.484754857,3.365708669,,3.756025369,7.076081819,3.612396961,3.035584447,5.652828113,8.901857432,,,3.198724561,6.958442005,3.281692583,5.403280853,5.841543461,5.982372117,,2.830295563,7.790219114,3.952252993,3.492030212,3.269864703,7.345605527,7.538515646,2.97113943,4.378975289,5.623426787,3.71934897,3.172087456,3.670953953,8.913484666,7.403754859,2.991596804,5.168004011,3.187381949,3.158291562,3.099814106,6.70252985,,5.548051557,,3.459303196,4.599381535,2.979133363,3.071021716
DATA.907055,3.107774917,5.260726489,4.54876508,5.141377081,3.85418673,7.070595187,3.874681569,4.89911445,3.382573961,12.0900626,,4.334074737,4.745200791,4.457373147,4.077626479,4.189659112,,3.209895754,,6.681828204,6.021497328,4.780052184,,6.859294484,,3.667311965,3.178136301,6.781597575,4.611443955,6.578174874,5.055214825,3.957228583,6.367679632,9.353593409,3.475896667,,3.150637046,10.01942906,7.915995096,6.429688291,5.630257356,5.689443739,4.645185392,4.039659127,9.560466069,5.805556634,6.017407394,,5.632084429,3.437015428,5.073577507,4.235697981,4.981163897,5.463581889,3.644689123,3.912992621,3.199660561,5.86855884,3.791222043,8.188387565,,3.217598321,2.771929011,5.225597503,5.900705033,3.34146005,5.948593451,6.206246968,4.038881676,7.181148719,6.384530841,3.711323376,3.16218013,3.516379193,4.836585435,,6.875700428,6.222017902,3.290488828,5.964193687,3.050836687,8.57359257,9.249950079,10.41343137,5.390339683,7.596725492,6.690110045,3.445553897,10.12285586,5.416967856,4.021723533,3.080693794,6.02849697,2.897530016,4.594836849,7.856749395,3.475511012
DATA.907056,4.043198436,3.571614587,3.65858486,3.856603453,,3.639513316,4.11061086,3.768776701,3.111803699,5.921313757,6.207229522,3.662535898,7.990651951,3.642274563,9.035677295,3.540370835,3.301488473,3.165544945,,5.355250256,3.895639143,,4.377070175,3.615313897,2.996651884,3.776604274,3.169027811,,4.366468229,6.251041474,7.575779758,3.710408465,3.445094694,3.734458171,3.665469663,4.844247319,8.077326582,3.296746094,2.804830913,2.98731581,4.376855542,3.505652909,5.721928619,3.6446445,3.850868147,5.060488962,4.072290608,3.596671594,,3.205401404,4.610611347,6.543480658,3.389142888,3.324155127,4.130700799,3.818613622,,,3.553890009,5.865499185,3.323479798,3.475015716,3.147863092,5.503754733,4.107772763,,5.134453361,4.397102129,3.738803003,3.131771887,,3.497607685,3.358292278,4.340103402,3.21361385,4.969048705,3.507807168,3.773790589,8.156980252,3.415326458,,3.432916376,3.565665658,4.117039842,3.336502355,5.284766178,3.410353357,,3.661854338,2.891725552,3.294170291,2.956818306,3.127695241,3.376251805,4.958672668,4.831176654,3.572598382
DATA.907057,2.873883484,,3.743424032,10.07309117,3.971020437,4.678148028,6.985662032,3.25797952,3.168644796,5.24568138,4.1282384,3.160147017,5.460067252,9.992899887,7.742811222,5.506406281,3.088114721,,9.19366876,6.284225793,5.118638892,4.780142976,6.800884697,9.166625604,3.301427996,3.896450964,5.00136911,6.897046232,,7.621100144,4.927158145,3.902059304,4.356468883,10.24977202,3.780159682,,3.223943171,,5.839398604,3.643242373,6.053666114,3.375688205,4.07399127,3.879609028,8.062389104,4.618570028,4.072743115,4.279405747,5.165682682,3.433541688,5.046177059,3.666845407,4.234183962,3.158960361,5.171829822,6.26183606,8.631267914,4.763203112,3.705600922,7.784047823,3.442425045,10.35822728,3.232345547,,3.484352486,6.62659307,3.419010468,4.525565507,3.889156224,6.080986775,5.674078173,3.777070502,,,3.620577237,3.126391098,5.506232254,5.062170413,,5.245063021,,7.838935736,3.477956886,8.970180262,4.148689794,6.228818966,3.34750066,3.573756405,,3.763414261,3.304086947,3.788615273,3.217393615,12.06178409,7.589781915,8.136910477,3.275153615
DATA.907058,3.235884834,,5.976515897,5.057374125,4.907077535,4.974139204,5.976618249,3.508525218,3.053796968,8.71298263,10.71707009,3.540628911,5.275524924,7.11426625,3.749852279,7.626751588,3.986073994,3.083679954,6.771553155,3.088761888,4.920144428,4.334718899,4.441393082,7.690855643,3.955662324,3.26935615,3.475328643,2.993790774,3.975344175,,7.709257512,4.310188413,4.89804533,8.222814927,4.039575058,4.553071316,,3.343202672,6.38029708,9.556837734,6.558451475,9.637290649,5.12350754,3.085688908,7.426176161,4.888720143,5.178962752,4.242508845,6.285887086,4.830749964,5.63812142,7.458407682,,4.184452268,3.646791105,6.15399937,3.301855684,4.069843284,4.800053621,4.642380418,4.550963735,3.588736071,,3.941829082,4.059635265,,3.680284558,4.27156483,4.172601086,,8.668711643,3.203907119,5.065963034,,7.00868932,3.364433147,5.476509904,4.382284028,5.143211838,4.398318612,4.171988031,6.421415759,3.136582405,9.407583376,3.440514044,9.019194845,4.856509981,5.783315373,11.4730065,5.195219814,3.305615743,3.024151964,11.18657922,10.15252289,3.997701961,7.096726158,4.030136279
DATA.907060,2.817157716,4.3012791,5.410667318,5.708314809,,3.259938729,7.936050295,4.996127528,3.245324106,10.88365854,,3.090277041,5.93049424,,4.227031338,8.446026466,,2.892122153,7.718399704,4.365346153,5.888874548,5.156606949,5.23669844,8.750099952,3.614116546,3.817558132,,6.212303369,6.776596705,4.794918712,,4.538141247,6.423271993,9.694986714,3.622702732,3.370278012,3.115343304,9.676285837,3.688071826,,4.737282179,3.871230098,,,,3.998457379,4.492270553,,5.066497069,3.34676139,4.953185574,5.929982559,6.212869593,5.738411939,4.416913808,8.083421863,5.622019389,,4.948068687,,4.076942005,,4.608625285,4.304904511,6.779098898,5.50071061,,6.421073145,4.136359662,6.903830803,7.243261672,3.614605337,3.113318839,9.049023597,5.929344683,3.474910017,,,4.976006561,4.154335622,6.054404036,9.560338307,4.61107465,10.02863508,4.051094541,6.086763007,5.765622956,3.416250746,4.225302435,,6.754438559,3.604344576,8.111251241,8.597261264,5.535140765,8.726210684,3.91610481
DATA.907061,3.043062217,5.031781108,3.213217536,7.088886963,3.65580018,3.302515843,4.947103524,3.059876647,5.484756592,11.26267077,3.553766618,6.26824872,3.454793571,10.60226893,4.628009058,3.296446926,3.170338442,10.54537501,5.940648118,8.503982482,,4.811234359,5.157555461,5.617254134,3.182383137,3.46082352,3.207905421,7.779652611,3.849113732,6.411018797,5.507437198,12.14717217,5.176286636,,7.771676766,3.512668686,3.278684634,5.323277741,2.878775017,6.679198858,6.452013298,4.320595262,12.07692886,3.784729668,,3.46240695,4.887262596,5.206182941,5.500956367,3.738862194,8.924300681,3.63277667,,4.468661761,5.194483878,6.218782072,8.445535151,3.729675932,3.454641668,7.208503129,3.382931787,,7.061645798,3.678789018,3.088606036,5.218475456,3.60790033,6.281885121,3.479595099,2.814416805,4.007188984,4.644341852,3.510989345,4.974767211,2.640526747,3.570210047,8.379132711,3.525027455,,7.211361969,2.941030652,3.471955132,3.340184672,8.967083749,3.440720172,6.495847293,3.116930254,6.096360142,5.677854459,2.956676096,3.580077064,5.730691903,5.581756274,8.571098807,5.07456651,8.341574992,3.512680803
DATA.907062,6.766746912,4.010170335,4.984302533,,3.977685954,3.687504187,4.499337081,3.813032195,5.379876032,10.20232474,7.360942582,7.629150432,3.788776924,10.41006326,6.076374063,,3.419465178,9.910493032,6.251641902,7.824550336,4.313950852,4.130231851,5.205717262,3.772633652,4.190486863,6.012618238,4.47139706,8.307810617,3.712185242,5.054193635,4.36763199,9.022527849,5.273550354,9.301498039,4.627102635,3.623948491,,7.337566679,,3.456256532,6.774430744,5.160332246,12.62862543,3.696698161,7.351814864,5.377606508,4.949905134,6.16755073,6.15372615,3.577533678,8.251584109,,,6.233387444,4.776985766,,8.533407078,2.938691626,4.118150597,6.372750864,2.659460929,,7.326140171,6.108534279,8.341371756,4.930811128,4.947718875,6.748492219,3.288026949,5.823407528,6.214031231,4.081992083,3.711220271,3.581760524,3.292840735,3.267875851,8.029057405,6.254717682,,7.98326185,2.721624766,3.294524807,3.241832749,10.84607289,4.612674546,,3.042644205,6.082147591,5.433489568,2.695359522,5.656830607,4.630809719,5.611056672,,7.795007458,7.583210261,4.381905384
DATA.907064,3.274279304,4.418899734,4.862233254,3.623102227,3.582192338,3.172199451,4.972162569,4.046539506,3.118074438,6.581608317,5.798000248,4.365991332,5.861514054,8.760896822,7.436419334,7.496162591,3.122891942,4.338946851,5.289788378,5.402256545,6.2044463,,6.824990698,9.105985238,3.488952253,3.40119696,4.107025877,,4.749772482,6.067703049,6.964681915,5.860566301,6.87517738,,4.716097737,3.756903693,4.147428029,9.592382117,3.906200622,3.65113803,5.905069964,4.775488899,9.215844979,3.0383304,6.888178016,3.733049956,5.327103586,3.785551283,4.338988411,4.463539635,3.919259528,6.745622244,4.658697529,3.725295259,5.229198515,,,5.059640828,3.132219211,6.568799813,2.44797463,11.35186602,3.093184546,3.58247756,3.914362245,4.88863006,4.879010099,5.345092775,3.793096513,4.977959042,5.01247019,3.903645168,3.190216334,3.437461745,3.380751539,3.157838554,,4.884367844,5.532614925,2.935023104,7.489067293,6.806291287,3.449808824,9.832459008,3.496607989,7.783167478,5.505923183,5.711795856,11.53505228,4.206072396,3.159196964,6.530259893,,11.43256226,12.10012038,8.178497318,3.986215382
DATA.907065,,,,10.38580694,4.239283012,6.716720658,7.239201181,,2.901069914,7.69869997,9.209921362,2.883100055,4.823518452,9.785522066,3.812401547,3.160800814,4.042118136,11.17320077,3.828093214,5.792322515,6.840752869,4.699955889,4.301682934,5.984854712,2.918632268,10.20809074,3.940822647,10.07203024,4.833171542,4.827534018,3.808598339,9.374601099,3.141139131,7.911155362,,3.051292869,9.986450515,3.102633435,7.097341201,3.03050365,7.073179809,6.822000716,13.07087708,3.07764421,,3.01364035,3.629292937,6.027353624,6.097897218,,8.555908787,3.585539509,,4.159474843,5.192016812,6.018053951,3.5543722,3.728504649,3.067869518,,5.088203606,3.206474114,4.064172175,5.448264047,3.005635643,2.857574276,3.475841568,4.306032705,3.269678641,2.990174612,,8.0586672,3.529042807,,2.768693192,6.491033095,,3.806594926,3.365749127,3.130924168,2.843797444,3.520005331,2.896163634,9.503459558,4.405911861,6.572959594,5.44761548,,,,3.041372567,7.651332471,11.48952523,,4.575731444,9.715203378,4.734491012
