Sample,ABCA13,ABTB2,ADAM23,ADAMTS1,ADCY9,ADRA2C,APOC1,ARHGAP42,ARTN,ASS1,BAMBI,BMP2,CADM1,CAV2,CD70,CNRIP1,COBL,COL17A1,COL18A1,COL4A5,COL6A1,CPNE7,CRIP2,DLC1,DLX1,DPP4,DSEL,DSG2,EEF1A2,EFNA5,ENO2,F3,FAM171A1,FAT1,FEZ1,GAD1,GATA3,GNG11,GPC4,GPNMB,HES4,HEY1,IFI27,IGFBP4,IRX3,IRX5,JPH1,LAMA5,LGALSL,LIF,LSR,MCAM,MCOLN3,MECOM,MET,MPDZ,MT1E,NAV3,NEO1,NFIB,NKD2,NNMT,NT5E,PBX1,PCLO,PCOLCE2,PDE5A,PITX1,PKDCC,PRKD1,PROS1,PTGES,RAP1GAP,RBP7,RBPMS2,RGS16,RND3,ROBO1,RORA,S1PR5,SCG2,SDC2,SELENBP1,SERPINH1,SETBP1,SLC6A8,SLC7A2,SLFN5,SRPX,STXBP6,SYCP2,TGM2,TIMP3,TM4SF1,TMEM158,YAP1,ZNF703
DATA.907066,3.011419147,5.535905901,3.160491662,7.655294732,3.986097216,3.141142343,3.666103618,,2.979633369,8.309995525,3.596875148,3.2491568,3.398158024,10.06441333,3.803622036,3.307036743,3.181170017,8.538864739,3.460389699,8.086929648,,4.809202561,6.982134522,,3.021891166,3.901999848,4.007028229,8.485625756,,2.905542719,4.580447898,7.113779935,3.315768373,,7.52471721,3.200307717,8.598913742,3.392529812,3.003151049,4.350460121,7.358919226,3.435402249,9.631408588,3.102641082,3.647484168,3.1415784,3.62492392,6.312524306,5.488274762,3.230946552,8.117406176,3.688178897,3.277541692,3.129784945,5.474822397,3.53529004,3.702877096,3.952617795,3.305772751,6.093524823,2.842689955,4.693412112,6.545688575,4.58051885,,3.028540313,5.024776759,4.900339458,,3.140577246,4.209421575,5.721686498,3.867448928,3.641798869,4.181383717,3.337049164,7.71836964,5.165512904,3.673074508,5.602938996,2.803645755,,3.420266663,8.959662875,,5.008597059,3.23978327,3.121522703,3.515604502,3.066327461,3.563072251,4.078888678,,3.185287211,,8.710778321,3.402170008
DATA.907067,3.171470386,,6.292083508,6.818134039,4.320357747,4.157553925,6.619654497,4.043431203,3.142288973,5.839773812,10.83264274,3.620818917,5.0259225,7.37863991,3.913135859,6.772884156,3.580785167,3.145592984,6.778342076,4.537594424,5.134038548,,6.872592678,8.129759685,4.00761657,,3.230705175,,,6.26779215,5.052946266,3.546474274,3.711632339,8.494573395,5.517841141,5.76060301,,9.520685113,,10.51900337,3.981843327,7.522136801,4.076900558,,6.3997919,3.929294823,4.88609418,4.056313306,5.824626327,4.447277345,6.273280399,5.408864072,6.664749139,4.559303405,4.384611867,7.125131182,3.808861865,5.815755438,3.06202795,6.597450759,3.161319202,10.61662721,5.10580525,3.519150183,4.032804307,8.440944028,4.027921346,4.035081864,4.368298977,8.818209063,,3.615551939,3.390889367,3.322717576,4.403471959,3.490965365,7.327203818,6.497070064,3.264181899,5.039611724,5.396767821,9.108367297,5.186049427,10.40971979,3.532277719,7.928291457,3.702021008,5.957020696,11.37948219,7.072139266,5.15422555,3.539196391,10.46241123,7.363038707,7.138691212,6.785479053,3.014964501
DATA.907068,,4.696331769,3.056421743,4.383306299,3.957751585,6.159956543,5.554860854,3.436509068,3.793729963,12.36008232,4.514120986,8.85747924,3.326685381,7.915584762,3.919684559,,3.716922878,7.704073521,4.121137517,5.310721931,3.727614061,,4.279811463,4.302293402,3.156800198,3.60150494,2.860943923,,6.816422334,6.617067279,4.517439055,6.393093529,3.628691034,9.937806915,6.789147801,4.247059165,4.35558116,,4.43456726,6.265893441,,4.200859478,7.787230975,3.56425651,9.107865787,3.94920053,4.288471663,,5.372179007,5.65408312,8.672921049,3.248267918,3.291008914,,,5.958920495,4.629231747,2.942250116,4.969090421,7.787880692,5.133019352,12.15534405,3.051879417,5.949983232,4.014328176,4.953242452,3.584347536,7.047403517,3.503405724,3.118737367,3.96382055,7.399180549,4.029170255,5.076233331,3.96042143,,10.6917601,3.883186489,5.604444176,,,3.701164373,3.693615562,9.650425232,3.435575414,6.014856344,5.004873308,4.849051766,3.544619975,4.047467788,3.439461999,5.488772699,5.336655069,4.144285022,4.279779213,9.033167482,3.262875384
DATA.907069,3.261910883,5.573451755,3.364838928,,3.792079574,,6.122350441,4.56718926,3.677584148,9.992455133,6.064089263,4.468137423,3.29559582,,4.157588637,3.359487413,3.622772883,9.321452173,6.505159848,5.549093205,5.866399203,5.106955201,3.997764177,6.608588306,2.971065663,6.155042742,3.423931017,7.887487095,4.098587748,6.693987589,6.261850357,11.20751362,4.834191426,9.465335266,3.397856814,3.487332689,4.465253249,3.976176392,9.657251606,2.972777888,7.333953658,,13.08148523,4.236610941,3.814881093,3.36264365,,,4.31926468,6.089812194,8.897420033,3.748095646,5.733920132,6.782333666,6.31978271,3.549175883,5.792783317,3.919912526,3.185612675,7.553092884,,10.29065963,8.006898438,4.184057242,3.571451194,5.272779155,5.274392759,6.305363445,3.413899168,2.950189005,3.892422494,3.922845323,3.485714572,3.521067256,2.936366926,3.332383986,8.660221976,3.423339041,4.290995127,3.570652281,2.843503825,3.780084729,3.808044347,7.502015171,,7.313928542,,6.004939042,6.973929096,3.36619808,3.143321821,9.297663515,3.226176131,11.62285522,5.526929388,8.318023322,4.584428535
DATA.907071,,3.875915778,3.185507691,6.613134559,4.948706408,5.523083264,12.30519069,4.114927326,3.085278884,10.30970179,11.21620534,10.61794511,3.87973245,8.170913668,3.937813574,,4.05291925,3.350000134,8.538356474,6.567675503,4.76373209,4.638858261,4.361631402,,2.999798159,9.431936619,3.088119849,5.908191957,3.997545758,,4.521830739,5.348940727,6.35702681,7.664325751,3.166803298,3.246938211,3.045960309,3.378469684,4.326844378,3.071206608,6.827460202,4.998136324,,3.342531291,4.81594985,3.401709706,3.986018968,5.235643259,7.459917053,3.066970769,7.373391961,3.986862152,,6.846209106,4.677387072,5.501051875,6.318093174,3.034048862,3.225030292,4.801443232,3.179831888,4.38652423,5.819491279,4.559037377,3.099171865,7.957190321,4.236932669,5.400063956,,7.843950746,9.104926558,3.460324527,4.524824822,4.872822034,4.935346401,3.421447044,7.388984275,5.051735178,5.050598192,3.246876994,,9.987605707,6.820861473,8.638382959,5.303404825,6.768370551,,3.181121165,4.028038859,,3.061831912,3.84909262,7.551513975,11.097846,4.58086319,7.539763117,3.326848872
DATA.907072,2.980194284,3.829130268,3.816377897,3.813245516,4.03075781,6.24795298,3.641166581,5.354014038,,11.34172385,11.49367267,10.64261762,9.636404699,3.290121465,,6.910967522,3.124018953,3.20486212,3.406017836,2.916436618,5.447967777,4.862927576,,4.186394702,3.792963138,3.440820982,4.72251776,7.610428748,4.515452749,5.15267455,7.494464872,5.313713263,6.163324489,11.33180684,4.172048098,3.270614694,3.083059052,7.516933461,8.210884389,7.958963808,4.073302583,5.277976884,12.82636049,3.118466039,9.035298203,,3.860594605,3.800487811,,,4.496660186,5.685224317,6.199592264,3.179929592,3.433693944,3.79644737,6.025862072,5.77666896,5.274400751,3.57292242,6.893933713,5.650165689,,,3.346440532,8.847240756,7.356633297,5.07288844,4.68770071,,5.261692459,8.932105955,2.936386261,,4.20905188,3.290478915,6.924383246,5.740392017,7.664799363,3.818203107,,9.927257083,6.261633033,11.49309705,6.061294492,,3.111253521,3.54387216,4.514552091,6.98514294,5.981828964,3.402794759,6.065081967,3.160024034,,6.944640728,3.351753155
DATA.907073,2.953187833,3.389272194,3.483981914,9.57845232,3.615677331,7.463052979,6.976891205,,3.109413271,6.433961047,,3.294154913,3.909567886,,4.388660573,,3.087645569,3.111432327,5.963977906,4.02977264,3.379189167,,5.478655661,4.323615104,4.614477781,6.185507186,3.00054005,8.58818782,6.327444956,3.276849984,4.64178506,3.369385392,6.818299926,9.757798574,3.624044231,5.551704862,5.45958871,3.755978817,5.184811976,2.939877598,7.239191153,,4.405594276,3.058028647,5.375226513,4.695387214,4.066033935,3.849646878,6.305763478,3.480206101,7.729970021,3.423728065,3.443794052,3.870522783,3.484207122,3.46961645,2.885211976,3.921485064,5.824302484,6.746786574,5.19324262,3.392449374,,3.790184329,,6.60051668,,4.739770182,3.691836017,5.856866186,7.636192866,3.657654685,3.097610205,4.766227357,7.174395504,3.37629442,5.771506712,4.948809175,5.514838474,4.758007411,2.851439701,4.281787396,3.493461463,9.435956255,3.165335609,6.928160995,7.075001473,3.313915938,2.871950709,2.691238942,7.423534112,3.475412796,3.223577966,2.977086524,5.298917342,8.72574171,3.879405726
DATA.907169,2.851108324,3.749930182,2.990830543,6.300076168,3.562353624,3.201258209,,3.961942131,3.088627814,5.844991381,11.21725929,3.024604306,3.98169183,7.470857772,,5.554696094,3.204295735,3.430572791,5.839381408,3.141310191,3.611608053,4.633877106,4.05675632,6.678085135,3.986874988,6.886817168,3.330191317,2.983226968,,3.715728492,7.200935728,3.62980323,2.882563553,8.684493642,3.321137172,3.052024478,3.057953695,10.06200568,2.954301861,8.867688857,3.892524178,6.357063177,,3.240514347,7.159930538,5.309615256,3.701632735,,5.434040926,3.621358211,,8.022342894,3.992456931,3.518492018,5.274615651,8.380082161,3.486890009,4.136005688,3.014326885,6.42606433,2.764903629,6.585450324,3.769764349,3.571395755,10.29022758,4.910994005,3.471276555,4.118742008,4.017813759,7.216645209,8.035021909,4.813607305,3.038082437,3.560523175,3.864760245,3.418017079,6.040245513,4.885416311,3.773696118,3.543893519,5.611768832,4.917965492,,5.407190992,3.03286469,8.288105604,,4.887388511,11.45927851,,3.175467489,3.362037002,9.341630994,9.918751227,,6.260561599,5.298139336
DATA.907170,3.078721067,3.785317003,4.117166707,5.802588383,4.084091458,6.822810687,3.819594829,3.821991539,2.928611166,12.27549134,5.779227555,4.214301973,4.839769899,,3.77198033,,3.143987049,3.039877254,4.371965895,3.033361963,5.747746354,4.603116967,4.902294247,8.620996416,2.821981114,3.27505715,3.348538127,,6.645734569,,7.021587176,4.926675757,7.68266847,8.100017762,5.432501981,3.484431816,9.826528617,3.293650534,3.529829878,2.979983459,5.769679183,,4.779993388,3.280379967,6.11958053,5.410128668,5.44714827,3.982294622,6.12546714,3.289699459,4.20442808,3.903660174,,3.213209524,3.178456681,7.813695041,3.169144986,2.827483862,4.901461022,8.46094435,4.370934319,4.454159583,3.238756188,5.182594022,,,5.027812223,5.45247992,4.713552077,2.785110883,6.905956018,3.399165307,3.519119169,3.749549127,3.815643095,3.468422114,7.050803551,5.629153144,4.074321023,3.018912071,10.0236417,7.559816394,6.08633295,7.427902262,5.737154341,6.311271138,4.959395984,3.248998409,6.968756391,2.844778005,3.086162362,3.076698661,4.021101607,2.744905832,5.293458455,4.17804428,3.950130767
DATA.907172,3.114725668,,3.140664102,5.724387715,3.548104019,3.342024211,4.96489515,2.894750507,3.263716797,4.802666281,10.99982197,7.013875163,6.968433486,8.281813525,,7.365410477,,2.913177968,8.593910151,3.116647328,6.673864848,3.962289257,6.525001871,8.824121176,7.34615855,3.078486793,2.976442467,4.264613199,,6.290965609,6.690547393,6.163455657,6.6953222,10.22641567,5.34974891,4.65821987,5.236410732,11.51834083,4.094876685,5.906083703,5.111593473,7.44954573,4.004364835,3.810567635,6.44002777,5.306645161,4.2255018,,5.108401488,6.429726819,6.948027059,5.2982027,3.721134533,2.882313539,4.028784699,7.40537393,3.999980192,4.17538421,2.972484309,7.250255217,3.10636141,11.46087257,7.04602037,3.47059548,3.568660715,4.221294425,4.920931273,3.891926506,4.941566127,5.970223425,3.381502044,4.182927558,3.557231213,4.195001173,4.133784518,,8.585062546,5.287080109,2.955137947,5.363504296,6.401974375,9.230376732,2.966445603,10.38316642,4.98366833,6.460771343,3.997221522,4.078438865,10.72905158,5.159502154,6.636514941,8.847832703,,9.304046567,9.169171928,8.329226334,3.664698599
DATA.907173,2.90637199,3.813779216,3.344434411,,,3.823415839,3.721503963,3.044588284,2.955374934,10.79410242,9.490974182,3.106473663,4.195258095,7.320095149,3.749609961,5.647522574,3.525975003,2.805040726,7.55595491,7.957573588,6.626175385,6.590054432,7.617883277,8.22679477,3.464672417,4.211023772,3.662370465,,4.177155446,3.858920101,5.23492565,3.41101677,4.431127548,10.7877928,3.012430752,3.735846163,3.200524688,3.905590334,4.801949687,9.733804223,5.604076741,3.266522323,9.662060208,3.353295816,6.474912089,4.366124968,6.0296337,5.23538277,4.58925901,5.532264552,5.465665513,4.396688908,4.006349289,3.230923642,3.617148926,6.794142234,3.403487799,3.306297551,5.783805606,,4.153169341,10.97415809,3.407850114,6.855683433,6.45380852,3.441138948,3.667089971,6.922745702,6.904378095,5.628757876,3.983082928,3.905236856,3.357694397,3.250496869,4.223745385,3.430274036,,4.955842649,3.503994638,5.31560717,6.18364003,8.3994992,6.289279044,,3.109502587,7.353014177,5.270732429,5.04313192,5.201643379,3.788653897,3.165100656,2.877842028,,11.98553697,,8.355510597,
DATA.907268,2.935806794,5.468732662,,3.76550367,3.446522493,3.222612595,4.342240621,,3.240379862,5.804344925,3.491708912,3.040801299,3.282822608,3.25507665,9.600501049,3.324806369,3.546482483,3.416250247,3.525852711,5.503649968,3.647131769,4.64378859,4.185889324,3.799555165,3.099582627,3.597231621,2.927288049,3.10445151,3.969031227,3.019752344,6.054872408,3.586755046,3.115598515,5.396335106,3.413553587,2.838305843,3.015635377,3.399581323,2.987639046,4.224697151,3.177933526,,4.758831715,3.090502638,,3.772971528,3.420908835,3.429502752,5.109193865,3.410898135,5.967058641,3.656047705,3.139302056,2.98440345,3.41052942,3.599198447,3.453603907,2.802515771,3.364910097,3.536684314,2.95936877,3.368935626,3.119295365,3.501120632,3.180514922,4.120819297,3.465677624,,3.520416606,5.641560421,3.770994166,3.437603261,3.258508809,,2.89619893,7.132505855,3.512486873,,8.28326468,3.371873188,3.016077191,,3.329475973,4.020281511,3.227809087,5.038303251,3.170739099,4.126218288,,,3.195440079,2.903289121,3.134504832,3.008941377,5.083315188,6.521344927,3.441604084
DATA.907269,2.956654617,4.364474003,3.142730755,3.505004154,3.397411068,3.370298159,3.839314753,3.476106722,3.101748032,5.092072885,9.026951638,6.876859602,3.26824345,3.001070205,8.828131564,3.312145205,3.233563607,3.335770893,,3.122194795,3.602265384,4.920404671,4.32007068,3.827611976,2.922545727,6.821097984,2.974249271,3.047366557,4.057315175,3.023513271,6.14959077,3.385404954,,4.420067678,5.916517245,3.187091294,2.940248607,4.925464429,2.817052233,3.403429355,4.11600214,3.543803166,7.347463202,,3.268303967,3.996156427,3.760693712,3.295090953,5.658972391,3.399524361,6.491587356,4.534292201,3.50661726,3.295794024,3.220485892,3.444243891,4.453713421,2.905442074,3.040307967,,2.722758563,3.626420536,3.532501998,3.533614265,3.102487955,3.238371161,3.359195592,4.362065629,3.339784873,2.493682499,3.451312158,3.440559293,3.094524313,3.523741517,3.102571818,6.5491381,5.439738227,,8.446647765,3.139783567,2.585610156,3.25550934,3.017554738,6.117183129,4.910192376,5.388902793,3.092707978,4.23032131,3.835091893,4.844988811,3.029983735,,3.230876649,2.839313282,4.426294542,2.914594812,3.418792784
DATA.907270,,4.628099057,3.411037403,4.063739324,3.195098399,3.293097935,3.626890468,4.301953055,4.073748726,12.11377774,9.58611498,6.194711561,,3.182772637,9.822517633,3.34790954,,3.124709094,3.436387124,3.248251241,3.705064867,5.73194294,4.430147649,3.959865255,3.085155737,5.63073246,3.046439279,6.360521551,3.701285578,,5.14137644,3.538438976,3.614823125,4.177960586,5.68473544,3.894673334,5.404005466,7.213978953,2.977663499,3.301085195,5.147442796,4.308127506,9.538490974,3.156567495,3.385164014,3.126116585,,3.575913205,,3.217822731,7.092646349,4.844288871,4.662730771,2.857021026,3.407118244,3.446388749,5.633618207,3.827769087,3.919305666,4.23814569,3.186422855,3.658095907,,3.469100581,3.194193465,3.556457751,3.408599969,5.306765896,3.44689433,2.89830209,3.301166337,3.402837891,3.122957307,3.403633937,2.897933563,7.328909755,2.981960245,7.057717538,,3.212285772,3.094787158,3.304859506,3.347479562,5.852556895,2.980122229,5.093129267,3.06552577,5.274946277,3.700977241,6.147758193,3.077871382,,3.143337293,2.780516352,4.89554789,,
DATA.907271,3.039109823,4.56997182,3.304264295,6.673961611,3.918713197,3.297666592,4.842020319,3.623068831,4.128029602,6.135163766,9.386124007,3.257631781,3.99821138,8.195085527,9.516869146,7.637622333,2.990212079,3.14433257,9.685022363,3.056922532,7.072825827,4.549518853,7.433079769,7.102462104,4.281248881,6.685294748,5.302633165,4.95207874,6.04566295,2.702407625,5.281303548,8.049166438,5.190376553,10.3193979,4.815242441,5.145033523,5.237141823,9.409077066,7.309938924,6.110193092,7.897620213,5.374333288,12.60118205,3.418257897,6.125674714,,,,4.346779195,5.345648867,4.505024147,6.852656378,6.324116134,3.947508319,4.558889071,6.966343474,3.829976683,5.071796733,4.821481327,3.488007503,4.468189748,9.381464129,8.503983876,5.171864093,7.590312195,4.618734649,4.341928389,4.758114242,3.724698825,,5.345597464,3.83591931,,5.333796115,5.816852412,3.874323156,7.760621693,4.670759235,4.358688478,3.344716903,9.557103915,9.232754423,5.085206906,11.21660444,3.828940776,7.912354165,3.235810596,3.502383015,9.916227875,2.949472394,3.585796505,4.407072973,3.158680639,8.742996356,10.46935426,7.490794397,3.320050534
DATA.907272,2.656551742,,3.514947758,5.483780078,3.165435877,3.358294585,3.84138614,2.977337495,3.412033733,5.72295573,4.080015671,3.087078226,3.293745758,,6.062210855,3.46606026,3.313640629,3.246192572,3.811876214,2.924145325,3.891752914,5.281916801,4.368647651,4.348495676,3.183896388,3.4788464,2.952602475,3.085799634,4.186562668,,6.105130622,3.513026121,3.759453022,11.29627663,3.704638909,3.886005795,8.420094233,,6.544238772,3.040674275,6.402499164,3.37569833,5.059701312,3.286608345,9.088291605,,5.328711667,3.111549979,4.411521139,3.340891796,4.308705829,3.989056828,3.424515089,3.234304752,3.46994914,3.591620535,3.641980689,3.015674991,3.212619015,3.687085059,,3.706138145,3.252493516,3.648303517,3.240185795,3.984150808,3.546109632,5.890341205,3.572813211,2.95512109,6.612996023,4.122817665,3.426422641,3.232287648,3.815953371,3.340764708,3.632199444,,3.150232789,5.7981355,2.995776776,,3.157406864,,3.094438237,5.18877047,3.055242685,5.686006164,3.82152397,3.087526847,7.884531409,3.499725206,3.487958694,4.414494744,3.944178997,3.484992237,3.500281552
DATA.907273,5.914685244,3.657546806,3.373802016,4.198948152,4.030023801,3.378721155,5.921202077,3.159975899,,6.696682178,5.343325996,2.889005507,4.512053309,4.819019964,5.010843398,3.709152164,3.148772581,3.048276663,3.927052607,3.226746673,3.653542417,,4.135955111,3.773101273,2.870444344,10.42066249,3.14948472,3.365636432,3.684824688,3.207652155,7.287666228,3.570698929,4.065892326,3.21744345,3.175145842,4.446131683,3.074312678,3.418799493,3.1385935,2.903644057,,4.080020382,4.990884061,4.281316887,,4.513892722,3.691332962,,4.883994861,4.172627221,4.441933677,6.28169175,3.161128358,3.405113571,4.197570088,3.681458519,5.340682393,3.02626193,3.30696712,3.457876292,4.606821611,3.27209428,3.271552279,3.710649996,3.180456751,7.817739923,3.063729769,4.593339273,3.371491436,2.714062417,7.003113712,3.781772267,3.193536204,3.540104669,2.984676963,3.018737143,3.247176245,3.619518833,,3.578258779,3.039955071,,3.001493968,7.0260121,3.209113784,5.171495239,3.143460623,3.540246346,3.387767079,2.625923233,3.192000819,3.304876353,3.156638587,3.338098178,8.418905248,3.561055959,
DATA.907274,3.084989356,,3.749748306,3.726692029,3.298776068,3.068893613,3.683475166,3.298892639,3.582087636,,,,3.336692362,3.288050536,6.48744996,3.609010678,3.14798122,3.211030634,,3.12556322,3.432158506,4.444327137,4.078301113,3.673037128,3.183084645,,,2.929563304,,3.014683946,5.969340296,,3.281602711,3.358068331,3.188927328,3.703094243,3.308183724,3.159663425,3.070362327,3.341749816,2.86100392,3.397680011,5.998308531,,3.840216454,4.298572297,3.748516446,3.35315474,4.620840451,3.36792429,4.418156126,3.892479701,3.541922069,2.902566864,5.554444616,3.758361426,3.727837821,3.184673411,3.516601799,3.700736733,,3.067728849,3.159134127,3.385983098,2.966359673,3.105570286,3.34549929,9.040737413,3.56165927,2.959035192,4.206784962,3.550617465,2.976833361,3.383393117,3.142961469,,3.096617835,3.48625578,3.275470534,3.451301847,2.994879388,3.486125067,3.451301154,5.739156461,3.81365658,4.603667075,,3.06267679,3.389603173,,3.156800172,2.971921343,3.061921263,2.991465709,4.683747955,,3.463769487
